symbol,companyName,previousClose,trailingPE,dividendYield,marketCap
BHF,"Brighthouse Financial, Inc.",53.3,11.9827585,0.0,3228.163584
SON,Sonoco Products Company,44.71,67.10294,455.99999999999994,4486.049792
ALGM,"Allegro MicroSystems, Inc.",26.24,0,0.0,4930.8672
ASO,"Academy Sports and Outdoors, In",43.82,7.454545,114.99999999999999,3129.809408
ARE,Alexandria Real Estate Equities,96.65,55.088894,532.0,17163.803648
WMS,"Advanced Drainage Systems, Inc.",105.29,18.207357,59.0,8446.33344
ABBV,AbbVie Inc.,211.55,88.60669,310.0,373848.178688
BND,Vanguard Total Bond Market ETF,73.13,0,361.0,0.0
CUZ,Cousins Properties Incorporated,28.06,95.6,446.0,4809.20576
PCTY,Paylocity Holding Corporation,183.21,47.876606,0.0,10408.43264
FXI,iShares China Large-Cap ETF,36.59,10.754874,152.0,4875.086848
CAH,"Cardinal Health, Inc.",126.27,23.79182,158.0,30920.704
XLU,SPDR Select Sector Fund - Utili,77.36,20.439163,283.0,12877.420544
LUV,Southwest Airlines Company,31.0,41.75,227.0,18805.133312
ERIE,Erie Indemnity Company,418.27,36.782722,130.0,22041.761792
CR,Crane Company,150.77,33.758694,59.0,8926.814208
OKE,"ONEOK, Inc.",93.5,18.651836,426.99999999999994,60205.105152
UNG,United States Natural Gas Fund ,21.43,0,0.0,263.32344
RMBS,"Rambus, Inc.",51.95,32.98788,0.0,5848.285696
HLX,"Helix Energy Solutions Group, I",7.87,22.027777,0.0,1196.922496
CTKB,"Cytek Biosciences, Inc.",4.14,0,0.0,538.00736
EEFT,"Euronet Worldwide, Inc.",100.91,15.860466,0.0,4474.857984
SFNC,Simmons First National Corporat,19.9875,16.851238,417.0,2565.204736
PSA,Public Storage,292.89,28.019737,403.0,52296.773632
LQDT,"Liquidity Services, Inc.",29.26,39.773335,0.0,925.902336
MTH,Meritage Homes Corporation,69.41,6.5690293,244.0,5053.75488
COKE,"Coca-Cola Consolidated, Inc.",1313.67,18.86763,76.0,11494.130688
VNOM,"Viper Energy, Inc.",41.46,11.335078,575.0,9488.97792
BRO,"Brown & Brown, Inc.",117.86,34.16185,51.0,33797.16096
AVTR,"Avantor, Inc.",15.82,15.673077,0.0,11098.718208
RGA,"Reinsurance Group of America, I",186.01,17.863806,186.0,12643.673088
VRSK,"Verisk Analytics, Inc.",289.05,43.33033,62.0,40480.845824
FORM,"FormFactor, Inc.",30.58,35.955055,0.0,2482.1056
PEP,"Pepsico, Inc.",148.34,21.379856,365.0,203791.187968
CHTR,"Charter Communications, Inc.",345.4,10.051473,0.0,49917.919232
DAN,Dana Incorporated,13.61,0,278.0,2094.053888
MPWR,"Monolithic Power Systems, Inc.",571.21,16.554493,103.0,29009.668096
AKAM,"Akamai Technologies, Inc.",78.66,24.688074,0.0,12135.17312
XLRE,Real Estate Select Sector SPDR ,40.66,35.0322,323.0,0.0
XLK,SPDR Select Sector Fund - Techn,207.66,33.97396,68.0,58203.660288
RMD,ResMed Inc.,219.72,26.46517,95.0,32921.708544
STX,Seagate Technology Holdings PLC,85.62,15.981818,328.0,18609.045504
FUN,Six Flags Entertainment Corpora,35.06,0,317.0,3793.834752
ELV,"Elevance Health, Inc.",417.25,16.391745,162.0,95701.549056
INTC,Intel Corporation,23.7,0,224.00000000000003,104136.491008
NWSA,News Corporation,26.29,35.97333,74.0,16051.939328
SPNT,SiriusPoint Ltd.,14.5,14.192308,0.0,1712.337152
ARI,Apollo Commercial Real Estate F,9.75,0,1002.0,1385.932544
LAKE,"Lakeland Industries, Inc.",19.91,0,60.0,190.921856
MAC,Macerich Company (The),16.2,0,412.0,4347.143168
FI,"Fiserv, Inc.",209.45,39.816326,0.0,120458.24
MHK,"Mohawk Industries, Inc.",110.92,14.041769,0.0,7153.717248
MSM,"MSC Industrial Direct Company, ",74.45,18.377089,442.0,4301.15072
MARA,"MARA Holdings, Inc.",12.16,7.662791,0.0,4557.868032
CNH,CNH Industrial N.V.,12.55,13.060606,363.0,16136.89856
CSR,D/B/A Centerspace,61.87,0,488.99999999999994,1116.401152
RYAN,"Ryan Specialty Holdings, Inc.",68.29,98.408455,69.0,18318.727168
SDGR,"Schrodinger, Inc.",21.93,0,0.0,1672.579328
SKYW,"SkyWest, Inc.",83.9,11.239383,0.0,3522.019072
MSCI,MSCI Inc.,541.46,39.537422,130.0,43046.383616
SWI,SolarWinds Corporation,18.3,28.65625,0.0,3147.272448
COLL,"Collegium Pharmaceutical, Inc.",29.1,15.838709,0.0,927.562816
ARR,"ARMOUR Residential REIT, Inc.",18.58,0,1532.0,1436.599936
OHI,"Omega Healthcare Investors, Inc",36.77,24.270967,712.0,10882.487296
IEF,iShares 7-10 Year Treasury Bond,94.81,0,358.0,13794.080768
